coverage,iteration,max_fitness,qd_score,time
0.87890625,1.0,863.87714,31305.531,3.3461082
1.2695312,2.0,863.87714,44184.23,0.0023112297
1.4648438,3.0,897.49384,47645.94,0.0022463799
1.7578125,4.0,897.49384,57311.62,0.0022206306
2.0507812,5.0,897.49384,64377.812,0.0022444725
2.2460938,6.0,897.49384,70917.85,0.0021932125
2.5390625,7.0,897.49384,80703.25,0.0022087097
2.734375,8.0,897.49384,87115.945,0.0021734238
2.8320312,9.0,897.49384,90335.305,0.0023515224
3.125,10.0,927.2377,99736.09,0.0022323132
3.2226562,11.0,927.2377,102991.28,0.002231598
3.2226562,12.0,927.2377,106770.93,0.0023248196
3.3203125,13.0,927.2377,110152.23,0.0025305748
3.6132812,14.0,927.2377,120500.25,0.0022397041
3.7109375,15.0,927.2377,124335.92,0.002400875
3.8085938,16.0,927.2377,127843.945,0.0022318363
3.90625,17.0,927.2377,131219.69,0.0022103786
3.90625,18.0,927.2377,131500.92,0.0022277832
3.90625,19.0,927.2377,131686.47,0.0022084713
4.1015625,20.0,927.2377,138104.31,0.0021998882
4.1992188,21.0,927.2377,141287.08,0.002226591
4.3945312,22.0,932.03107,147984.69,0.0022346973
4.5898438,23.0,932.03107,154543.06,0.0022802353
4.5898438,24.0,932.03107,156218.2,0.0022904873
4.8828125,25.0,932.03107,165876.48,0.0023078918
4.8828125,26.0,932.03107,166081.7,0.0025696754
5.1757812,27.0,932.03107,174946.48,0.0022096634
5.1757812,28.0,932.03107,175270.56,0.0022547245
5.1757812,29.0,932.03107,175270.56,0.0028600693
5.1757812,30.0,932.03107,175380.16,0.002887249
5.5664062,31.0,932.03107,188337.61,0.0022511482
5.7617188,32.0,932.03107,194555.14,0.0022332668
5.859375,33.0,932.03107,197733.6,0.0024046898
5.9570312,34.0,932.03107,201023.9,0.0022249222
6.1523438,35.0,932.03107,208038.97,0.0022723675
6.1523438,36.0,932.03107,208081.03,0.0022132397
6.25,37.0,932.03107,211176.52,0.0022790432
6.25,38.0,932.03107,211176.52,0.0022304058
6.3476562,39.0,932.03107,214590.7,0.0022089481
6.3476562,40.0,932.03107,214664.1,0.0026168823
6.4453125,41.0,932.03107,218251.5,0.0024645329
6.5429688,42.0,932.03107,221572.27,0.0022211075
6.640625,43.0,932.03107,224913.75,0.0022218227
6.7382812,44.0,932.03107,229004.47,0.0022966862
6.9335938,45.0,932.03107,234200.72,0.00227952
7.03125,46.0,932.03107,237049.16,0.0022993088
7.03125,47.0,932.03107,237110.53,0.0024302006
7.03125,48.0,932.03107,238023.25,0.002269268
7.1289062,49.0,932.03107,241162.86,0.002465248
7.3242188,50.0,932.03107,245560.75,0.0023183823
7.3242188,51.0,932.03107,245560.75,0.002521515
7.3242188,52.0,932.03107,245639.1,0.002559185
7.421875,53.0,932.03107,248792.19,0.0022132397
7.421875,54.0,932.03107,248792.19,0.0022673607
7.6171875,55.0,932.03107,255088.45,0.0022246838
7.6171875,56.0,932.03107,255090.6,0.0028882027
7.8125,57.0,932.03107,261618.53,0.0022985935
7.8125,58.0,932.03107,261633.62,0.0023157597
7.8125,59.0,932.03107,261707.17,0.0022952557
8.203125,60.0,932.03107,274100.3,0.002537012
8.300781,61.0,932.03107,277453.56,0.0022244453
8.496094,62.0,932.03107,283655.84,0.0022132397
8.59375,63.0,932.03107,286891.8,0.00222826
8.7890625,64.0,932.03107,293516.22,0.002200842
8.7890625,65.0,932.03107,293547.1,0.0022249222
8.886719,66.0,932.03107,296725.25,0.002229929
8.984375,67.0,932.03107,299981.78,0.002216339
8.984375,68.0,932.03107,299981.78,0.0022966862
8.984375,69.0,932.03107,300077.03,0.0022451878
8.984375,70.0,932.03107,300077.03,0.0022239685
9.082031,71.0,932.03107,303317.66,0.0022294521
9.082031,72.0,932.03107,304003.2,0.0022449493
9.277344,73.0,932.03107,310521.6,0.0022289753
9.277344,74.0,932.03107,310580.16,0.0022301674
9.277344,75.0,932.03107,311813.5,0.002398014
9.375,76.0,932.03107,315076.7,0.0022678375
9.472656,77.0,932.03107,318209.12,0.0022268295
9.472656,78.0,932.03107,318388.7,0.0022189617
9.5703125,79.0,932.03107,321613.25,0.00223732
9.5703125,80.0,932.03107,321731.8,0.0022289753
9.5703125,81.0,932.03107,321875.9,0.002220869
9.5703125,82.0,932.03107,321875.9,0.0022525787
9.667969,83.0,939.89545,325124.47,0.0022222996
9.667969,84.0,939.89545,325128.78,0.0023181438
9.765625,85.0,939.89545,328378.97,0.00253129
9.765625,86.0,939.89545,328378.97,0.0022404194
9.765625,87.0,939.89545,328393.3,0.00229311
9.863281,88.0,939.89545,331621.84,0.0022203922
10.058594,89.0,939.89545,338911.38,0.0022287369
10.15625,90.0,939.89545,342065.72,0.0023453236
10.3515625,91.0,939.89545,348610.9,0.002254963
10.3515625,92.0,939.89545,348610.9,0.0022671223
10.3515625,93.0,939.89545,348618.47,0.0023226738
10.3515625,94.0,939.89545,348618.47,0.002212286
10.449219,95.0,948.7518,351969.62,0.0022482872
10.449219,96.0,948.7518,351969.62,0.0022301674
10.449219,97.0,948.7518,351988.47,0.0022177696
10.546875,98.0,948.7518,355901.75,0.0022335052
10.644531,99.0,948.7518,360036.6,0.0022201538
10.644531,100.0,948.7518,360276.1,0.0022370815
10.644531,101.0,948.7518,360276.1,0.002241373
10.644531,102.0,948.7518,360276.1,0.0022089481
10.644531,103.0,948.7518,360276.1,0.002243042
10.644531,104.0,948.7518,360303.66,0.002244711
10.839844,105.0,948.7518,366707.7,0.0022833347
10.839844,106.0,948.7518,366707.7,0.00294137
10.839844,107.0,948.7518,366707.7,0.00224185
10.839844,108.0,948.7518,366713.03,0.0022342205
10.839844,109.0,948.7518,366724.78,0.002220869
10.839844,110.0,948.7518,366952.0,0.0022079945
10.839844,111.0,948.7518,366969.06,0.0022382736
10.9375,112.0,948.7518,368773.97,0.002196312
10.9375,113.0,948.7518,368773.97,0.0022263527
10.9375,114.0,948.7518,368807.75,0.0021903515
11.035156,115.0,948.7518,372048.97,0.002220869
11.1328125,116.0,948.7518,375226.72,0.0022256374
11.1328125,117.0,948.7518,375226.72,0.002192974
11.328125,118.0,948.7518,382511.66,0.0022425652
11.328125,119.0,948.7518,382511.66,0.0022201538
11.328125,120.0,948.7518,382511.66,0.0022227764
11.328125,121.0,948.7518,382530.06,0.0022435188
11.425781,122.0,948.7518,385958.75,0.002336979
