coverage,iteration,max_fitness,qd_score,time
0.87890625,1.0,327.68546,1397.6738,6.9295297
1.2695312,2.0,327.68546,2096.5898,0.0049004555
1.6601562,3.0,327.68546,2868.769,0.005417347
2.34375,4.0,327.68546,3796.9504,0.0067973137
2.4414062,5.0,327.68546,3930.075,0.006648779
2.734375,6.0,327.68546,4523.8765,0.007919788
2.9296875,7.0,327.68546,4954.4634,0.0077068806
3.4179688,8.0,327.68546,5690.737,0.006275177
3.8085938,9.0,327.68546,6348.774,0.005551338
4.0039062,10.0,327.68546,6736.561,0.0051169395
4.296875,11.0,387.46085,7585.2476,0.0050213337
4.4921875,12.0,387.46085,8107.7964,0.007945299
4.5898438,13.0,387.46085,8281.236,0.0063591003
4.5898438,14.0,387.46085,8347.342,0.007881403
4.6875,15.0,387.46085,8582.789,0.005776882
4.8828125,16.0,387.46085,9026.25,0.008338451
4.8828125,17.0,387.46085,9026.25,0.0078680515
5.078125,18.0,453.36005,9801.459,0.006703615
5.1757812,19.0,453.36005,10136.375,0.006583929
5.5664062,20.0,453.36005,11118.545,0.007958174
5.5664062,21.0,453.36005,11343.871,0.0067830086
5.859375,22.0,453.36005,11848.786,0.0083863735
5.9570312,23.0,453.36005,12055.889,0.006204605
6.25,24.0,453.36005,12715.292,0.006760597
6.3476562,25.0,453.36005,13022.802,0.00843811
6.640625,26.0,453.36005,13869.369,0.007679701
6.8359375,27.0,453.36005,14342.2295,0.008362055
7.2265625,28.0,453.36005,15535.692,0.008945942
7.8125,29.0,453.36005,17178.748,0.008031368
8.203125,30.0,453.36005,18312.332,0.011864424
8.59375,31.0,453.36005,19406.373,0.0047798157
8.7890625,32.0,453.36005,20109.965,0.0065979958
8.984375,33.0,453.36005,20667.205,0.009488344
9.1796875,34.0,453.36005,21316.045,0.004576206
9.472656,35.0,453.36005,22267.232,0.008122921
9.472656,36.0,453.36005,22350.54,0.0065016747
10.058594,37.0,453.36005,23750.746,0.011474371
10.449219,38.0,453.36005,24788.818,0.008114338
11.035156,39.0,453.36005,26047.201,0.007909536
11.425781,40.0,518.9579,27502.514,0.008285522
11.9140625,41.0,518.9579,28671.893,0.0065689087
12.5,42.0,726.4935,30874.773,0.008227348
12.890625,43.0,726.4935,31955.812,0.008243799
13.378906,44.0,726.4935,33160.03,0.008132219
13.671875,45.0,726.4935,34504.023,0.008079052
14.2578125,46.0,726.4935,35985.18,0.007660389
